
  0%|                                                                                                                                                                                        | 0/5421 [00:00<?, ?it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 82%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                               | 4449/5421 [10:07<01:47,  9.00it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos


 83%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                             | 4485/5421 [10:12<01:42,  9.16it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 83%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                             | 4504/5421 [10:14<01:35,  9.57it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 83%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                            | 4524/5421 [10:16<01:37,  9.21it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 84%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                            | 4541/5421 [10:18<01:44,  8.40it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 84%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                           | 4557/5421 [10:20<01:56,  7.40it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 84%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                           | 4573/5421 [10:22<01:50,  7.69it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 85%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                          | 4592/5421 [10:24<01:25,  9.65it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 85%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                          | 4607/5421 [10:26<01:44,  7.80it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 85%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌                         | 4625/5421 [10:28<01:30,  8.81it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 86%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                         | 4639/5421 [10:30<01:25,  9.17it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 86%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                        | 4658/5421 [10:32<01:25,  8.96it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 86%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                       | 4674/5421 [10:34<01:36,  7.71it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 87%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                       | 4693/5421 [10:36<01:20,  9.07it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 87%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                      | 4712/5421 [10:38<01:16,  9.32it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 87%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                      | 4726/5421 [10:40<01:25,  8.09it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 88%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                     | 4746/5421 [10:42<01:12,  9.30it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                     | 4765/5421 [10:44<01:12,  9.01it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 88%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                    | 4784/5421 [10:46<01:07,  9.39it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 89%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                    | 4798/5421 [10:48<01:13,  8.48it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 89%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                   | 4815/5421 [10:50<01:20,  7.53it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 89%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                  | 4834/5421 [10:52<01:00,  9.70it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 90%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                  | 4853/5421 [10:54<01:00,  9.45it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 90%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                 | 4872/5421 [10:56<00:57,  9.58it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 90%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                 | 4891/5421 [10:58<00:54,  9.69it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 91%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                | 4909/5421 [11:00<00:54,  9.35it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 91%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▎               | 4929/5421 [11:02<00:53,  9.13it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 91%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉               | 4949/5421 [11:04<00:49,  9.59it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos

 92%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍              | 4966/5421 [11:06<00:48,  9.29it/s]
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
Actual class: polyglottos, Predicted class: polyglottos
